peerPosAR,peerPosNI,MyPos,Time
0.3276581+-0.1507077+-0.488477,0.2819276+0.023553498+-0.69402266,0.0040016663+0.17556345+0.07833677,226
0.32766435+-0.15070514+-0.48846078,0.2832072+0.024808608+-0.6931512,0.0040065995+0.17555642+0.07835922,227
0.3276774+-0.15071367+-0.48841295,0.28388095+0.02555346+-0.69284797,0.0040161717+0.1755493+0.07838785,228
0.32769054+-0.15072963+-0.48835555,0.28419828+0.026006369+-0.69286907,0.0040290593+0.1755451+0.078408256,229
0.32770452+-0.15074751+-0.488302,0.28248996+0.025050033+-0.6916846,0.004041701+0.17554073+0.07841385,230
0.3277185+-0.15076828+-0.4882648,0.28248996+0.025050033+-0.6916846,0.0040482255+0.1755359+0.07839942,231
0.32773265+-0.15077855+-0.4882487,0.2805577+0.023703989+-0.69026124,0.004045005+0.17552558+0.07845691,232
0.32774097+-0.15077825+-0.4881582,0.2789002+0.02257243+-0.68898946,0.004037062+0.17552955+0.07845429,233
0.3277601+-0.15077531+-0.4881236,0.27779576+0.021877265+-0.6880621,0.0040276353+0.17553572+0.07844499,234
0.32782614+-0.15078056+-0.48803088,0.2772196+0.021597197+-0.68746173,0.00402144+0.17554235+0.07845082,235
0.32790762+-0.15079482+-0.48791277,0.27701798+0.021612102+-0.6870935,0.004020785+0.17555122+0.07847106,236
0.32795006+-0.15080035+-0.48784167,0.27701798+0.021612102+-0.6870935,0.0040225913+0.17556149+0.07849956,237
0.32798195+-0.15080371+-0.48778412,0.2770155+0.02179011+-0.68685997,0.0039848397+0.17556056+0.078644104,238
0.32799822+-0.15076436+-0.4876086,0.2769745+0.022679033+-0.6868576,0.003972201+0.17556232+0.078699335,239
0.328016+-0.15075235+-0.48752666,0.27669972+0.02499788+-0.687241,0.0039612516+0.17556798+0.078710556,240
0.3280357+-0.15074053+-0.48748493,0.2762605+0.02808254+-0.68781894,0.0039477055+0.17557397+0.07869714,241
0.32805485+-0.15073352+-0.48747203,0.27582654+0.030843895+-0.6882986,0.003930724+0.17557822+0.078676835,242
0.3280738+-0.15071993+-0.48746932,0.27582654+0.030843895+-0.6882986,0.0039163087+0.17558147+0.07865957,243
0.32809296+-0.1507073+-0.48746273,0.27547476+0.0329251+-0.688582,0.003844081+0.17559803+0.07868712,244
0.32812592+-0.15063925+-0.48741138,0.27521974+0.034362987+-0.6886799,0.0038190996+0.17560205+0.07870116,245
0.32814866+-0.15061316+-0.48737314,0.27503952+0.035341986+-0.6886474,0.00381169+0.1756017+0.078720056,246
0.328167+-0.15061009+-0.48732948,0.27489892+0.036057726+-0.6885452,0.0038116286+0.1756002+0.07873731,247
0.32818276+-0.15061404+-0.48728,0.27849647+0.03303279+-0.68766415,0.0038111547+0.1755971+0.07874835,248
0.3281979+-0.15062034+-0.4872382,0.27849647+0.03303279+-0.68766415,0.0038045305+0.17559268+0.07874498,249
0.32821047+-0.15062173+-0.48720747,0.28237328+0.029226288+-0.68689793,0.003749235+0.17562331+0.07880487,250
0.32826263+-0.15056886+-0.4871173,0.28578568+0.025932226+-0.68621707,0.0037164213+0.17563607+0.07880066,251
0.32829586+-0.15054642+-0.48709023,0.28824252+0.023709109+-0.6856938,0.003693928+0.17564256+0.07877738,252
0.32832143+-0.15053415+-0.48708144,0.28980732+0.022498572+-0.68531185,0.0036765253+0.17564745+0.078756906,253
0.32834753+-0.15052092+-0.48706797,0.2907568+0.022001442+-0.6850222,0.00366111+0.17565319+0.07874496,254
0.32837504+-0.1505074+-0.48704007,0.2907568+0.022001442+-0.6850222,0.0036479412+0.1756574+0.07874021,255
0.32840347+-0.15049462+-0.48701072,0.2913732+0.021898348+-0.68477905,0.003669466+0.17569482+0.078875065,256
0.32846656+-0.15051647+-0.48684165,0.29185694+0.021948764+-0.68455344,0.0036783675+0.17570633+0.07892707,257
0.32850146+-0.15053107+-0.48675433,0.29231927+0.022009408+-0.6843321,0.0036800648+0.17571107+0.07894355,258
0.32845092+-0.15054671+-0.4868676,0.29280686+0.022017475+-0.68411034,0.0036770785+0.175714+0.07894011,259
0.32836264+-0.15054733+-0.48706394,0.29333168+0.021964911+-0.6838866,0.00367063+0.17571604+0.078924835,260
0.32834688+-0.15053427+-0.48712063,0.29333168+0.021964911+-0.6838866,0.0036639182+0.17571601+0.07890511,261
0.32835117+-0.15051688+-0.48713103,0.29389483+0.021869158+-0.68365794,0.0035947359+0.17570403+0.078919746,262
0.3283517+-0.15043342+-0.48708895,0.2944966+0.021749444+-0.68342,0.0035698162+0.17569871+0.07891432,263
0.32836282+-0.15039319+-0.48706388,0.2951304+0.021618424+-0.68317205,0.0035625673+0.17569323+0.07891289,264
0.3280559+-0.15029903+-0.48741007,0.29578286+0.021483196+-0.6829172,0.0035594879+0.17568697+0.078914955,265
0.32764098+-0.15017901+-0.48791918,0.29643676+0.021345409+-0.68266183,0.0035535814+0.17568125+0.078918464,266
0.3275084+-0.1501309+-0.4880693,0.29546192+0.021470523+-0.68268794,0.0035451802+0.17567724+0.07891824,267
0.3274696+-0.1501001+-0.4881177,0.29299268+0.021727366+-0.6825231,0.003586064+0.17567606+0.07902753,268
0.32746315+-0.15012118+-0.48801792,0.28935334+0.022127531+-0.6824023,0.0035904506+0.17567554+0.07904803,269
0.32746553+-0.15010847+-0.48799744,0.28619844+0.022463635+-0.68227994,0.0035845938+0.17567603+0.07903554,270
0.32748592+-0.15012342+-0.4880611,0.28408432+0.022672286+-0.6821356,0.0035790252+0.1756756+0.07901459,271
0.3274992+-0.1501626+-0.48814413,0.28296462+0.022763805+-0.6819649,0.0035759865+0.17567338+0.07900005,272
0.3275007+-0.15017086+-0.4881745,0.28296462+0.022763805+-0.6819649,0.0035755264+0.17567013+0.078993626,273
0.32750303+-0.15017071+-0.48819163,0.28255773+0.022768617+-0.68177086,0.0036880085+0.17566177+0.0791014,274
0.327498+-0.15027848+-0.48807818,0.2826634+0.02276838+-0.68117344,0.00372495+0.17565429+0.07914423,275
0.32749066+-0.1503099+-0.48803073,0.2831672+0.022853188+-0.67972296,0.0037350925+0.1756482+0.07916185,276
0.3275013+-0.1503361+-0.48804098,0.28381172+0.022993855+-0.6778193,0.0037343598+0.17564327+0.07916532,277
0.32751766+-0.15036403+-0.48807698,0.2843472+0.023116872+-0.67612135,0.0037310957+0.17563958+0.07915781,278
0.32752255+-0.15037411+-0.48810166,0.2843472+0.023116872+-0.67612135,0.003728834+0.17563577+0.07914011,279
0.32752123+-0.15038003+-0.48812622,0.28470078+0.0231997+-0.6748454,0.0038818235+0.17567736+0.07923751,280
0.32756445+-0.15053608+-0.48802626,0.284899+0.023243818+-0.67396355,0.0039282264+0.17569204+0.07925683,281
0.32757777+-0.1505889+-0.48800433,0.28500387+0.02325774+-0.67335415,0.003942023+0.17569837+0.07925754,282
0.32758248+-0.15061426+-0.48800555,0.2850677+0.02325184+-0.6728928,0.003944489+0.17570072+0.07925881,283
0.3275832+-0.15062407+-0.4880071,0.28517708+0.024178805+-0.6733019,0.003939726+0.17570192+0.079260886,284
0.32758203+-0.15062518+-0.48800918,0.28517708+0.024178805+-0.6733019,0.0039255996+0.17570263+0.079259306,285
0.32757843+-0.15062347+-0.4880115,0.2852304+0.025162537+-0.6741647,0.0041459883+0.17574933+0.07942598,286
0.3276258+-0.15084799+-0.48784167,0.2852734+0.026040532+-0.67486995,0.0041977433+0.17576273+0.07946782,287
0.32763454+-0.15090701+-0.4877924,0.28530395+0.026692854+-0.67525,0.0042008003+0.17576763+0.0794631,288
0.32763848+-0.15091418+-0.4877992,0.28532663+0.027130838+-0.6753224,0.0041937944+0.17576998+0.07944151,289
0.3276363+-0.15091397+-0.48781645,0.28535157+0.027415236+-0.67517513,0.004185867+0.17576942+0.0794166,290
0.32762855+-0.15091506+-0.48783386,0.28535157+0.027415236+-0.67517513,0.0041761254+0.17577028+0.07939358,291
0.32762328+-0.1509174+-0.4878504,0.28539053+0.027609428+-0.6749002,0.004398736+0.17584753+0.079593554,292
0.32769805+-0.1511408+-0.48763356,0.28506613+0.027550856+-0.6746178,0.0044622524+0.1758682+0.079654835,293
0.32771313+-0.15121232+-0.48755965,0.28391317+0.02701672+-0.6744346,0.004474452+0.17587127+0.07967159,294
0.32775098+-0.15123917+-0.4875585,0.28229576+0.026229993+-0.6743286,0.0044709546+0.1758694+0.0796701,295
0.32779536+-0.15125851+-0.4875842,0.28084418+0.025551632+-0.6742271,0.0044639343+0.17586668+0.079658106,296
0.32780516+-0.15126064+-0.48759744,0.28084418+0.025551632+-0.6742271,0.0047298213+0.17595378+0.07991333,297
0.32789895+-0.15152186+-0.4873262,0.27977055+0.025103554+-0.6741001,0.0048428467+0.17599054+0.080013745,298
0.32793713+-0.15163733+-0.48721388,0.2790615+0.024875024+-0.6739416,0.004881486+0.17600273+0.080036476,299
0.32794717+-0.15168622+-0.48718193,0.27861986+0.024803087+-0.6737548,0.0048986026+0.17600815+0.080037184,300
0.32795617+-0.15170242+-0.4871807,0.27833968+0.024818517+-0.6735462,0.004909541+0.17601062+0.08003539,301
0.32796666+-0.15170753+-0.4871878,0.2778738+0.024981832+-0.6741758,0.00491621+0.1760116+0.08003421,302
0.3279712+-0.15171236+-0.4871857,0.2778738+0.024981832+-0.6741758,0.0051408885+0.17613634+0.0803283,303
0.32810414+-0.15193385+-0.4868815,0.2755274+0.025934678+-0.6801393,0.005232024+0.17618671+0.08044938,304
0.32815927+-0.1520285+-0.48675272,0.2742846+0.026407486+-0.68319774,0.005259686+0.17620084+0.080485575,305
0.32817695+-0.15206374+-0.48671126,0.27325737+0.026759+-0.6853738,0.0052692117+0.17620419+0.080488734,306
0.3281801+-0.15207756+-0.48669505,0.27244207+0.026997764+-0.68671453,0.0052724094+0.17620498+0.08047753,307
0.32818177+-0.15208985+-0.4867015,0.2717853+0.02715633+-0.6874628,0.0052750134+0.1762059+0.08045982,308
0.32818493+-0.15209986+-0.48671696,0.2717853+0.02715633+-0.6874628,0.005280041+0.17620751+0.08044327,309
0.3281896+-0.15210812+-0.4867318,0.27122644+0.027270013+-0.687877,0.005531753+0.17629963+0.08074738,310
0.32828853+-0.15235771+-0.48641506,0.27071607+0.027364325+-0.6881533,0.005610938+0.17633085+0.080844484,311
0.32832244+-0.1524409+-0.486313,0.2702178+0.027453823+-0.688411,0.005633476+0.17634216+0.08087815,312
0.3283351+-0.15246761+-0.4862761,0.26970583+0.027547235+-0.68870723,0.0056357845+0.1763445+0.08089392,313
0.32833353+-0.15247978+-0.4862481,0.2691706+0.027648421+-0.68905616,0.0056327707+0.17634511+0.08090458,314
0.32833323+-0.15248142+-0.48623347,0.2691706+0.027648421+-0.68905616,0.005855131+0.17642854+0.08116963,315
0.32842+-0.15270196+-0.48595983,0.26861858+0.027757263+-0.6894478,0.005946747+0.17645788+0.081268564,316
0.3284465+-0.15279919+-0.48585385,0.26805842+0.027872555+-0.68986595,0.0059744907+0.17646493+0.081288286,317
0.3284465+-0.15279919+-0.48585385,0.26749527+0.027992083+-0.6902968,0.0059809545+0.17646766+0.08128287,318
0.32845256+-0.15284356+-0.48583874,0.26693395+0.02811173+-0.6907309,0.0059801685+0.17646648+0.08127264,319
0.3284465+-0.15284781+-0.48584324,0.26840144+0.027114071+-0.6874939,0.0059760734+0.17646566+0.08126262,320
0.32843947+-0.15285346+-0.48584887,0.26840144+0.027114071+-0.6874939,0.0059709856+0.17646378+0.08125593,321
0.32842952+-0.15286203+-0.48584688,0.27055278+0.025950119+-0.6836625,0.0061588567+0.17659836+0.08155825,322
0.32856646+-0.15304388+-0.4855355,0.27240238+0.024937851+-0.68034315,0.0062132664+0.17663994+0.08165143,323
0.3286057+-0.15310253+-0.48543653,0.27359393+0.024239937+-0.67807764,0.0062266854+0.17665063+0.081678055,324
0.32861018+-0.1531263+-0.48540217,0.27415934+0.023839204+-0.67680466,0.006230299+0.17665233+0.081681915,325
0.32860586+-0.15314128+-0.4853951,0.27428192+0.023647156+-0.67623055,0.0062317797+0.17665228+0.081674136,326
0.32859856+-0.15315397+-0.48539937,0.27428192+0.023647156+-0.67623055,0.006233313+0.1766492+0.081659615,327
0.32858604+-0.15316805+-0.48540697,0.27415702+0.023570485+-0.6760456,0.0064377235+0.17673834+0.081913024,328
0.3286692+-0.15337512+-0.48513493,0.27386248+0.023300964+-0.67621076,0.006504275+0.17676209+0.08198402,329
0.32868373+-0.15344566+-0.48505154,0.27340576+0.022511976+-0.67681664,0.006525767+0.1767651+0.082001686,330
0.3287411+-0.1533752+-0.48513454,0.2729002+0.021422068+-0.6776039,0.0065336013+0.176762+0.08200556,331
0.32881293+-0.15326841+-0.48526973,0.2724693+0.02042807+-0.6782322,0.0065400363+0.17675658+0.08200679,332
0.32882547+-0.15323663+-0.4853097,0.2724693+0.02042807+-0.6782322,0.006672728+0.17681484+0.08218004,333
0.32888865+-0.15335217+-0.4851487,0.27213815+0.01966779+-0.67860645,0.006730488+0.17683674+0.082249366,334
0.32890627+-0.15340245+-0.4850831,0.27188408+0.019135933+-0.67875814,0.0067511396+0.17684238+0.08227048,335
0.32890636+-0.15342519+-0.4850687,0.27167365+0.018769559+-0.67876184,0.006760983+0.17684332+0.08227389,336
0.32889786+-0.15344198+-0.48506853,0.27148333+0.018497687+-0.6786873,0.0067679365+0.17684369+0.08226998,337
0.3288908+-0.15345436+-0.48507997,0.27398452+0.0200017+-0.67918295,0.0067739063+0.17684452+0.082266025,338
0.32888153+-0.1534709+-0.48508993,0.27398452+0.0200017+-0.67918295,0.006780994+0.17684577+0.08226455,339
0.32887107+-0.15348163+-0.48509142,0.276794+0.02182211+-0.6798133,0.0067872987+0.17684485+0.08226799,340
0.32885733+-0.15350023+-0.48509288,0.27927497+0.023406409+-0.68035686,0.0067940657+0.17684413+0.08227673,341
0.328843+-0.15351266+-0.48508984,0.2810536+0.024492856+-0.6807192,0.0068011982+0.1768438+0.08228695,342
0.32879502+-0.15350343+-0.48506767,0.28216386+0.025105279+-0.6809112,0.006811169+0.17684537+0.08229645,343
0.32874858+-0.15349054+-0.48504084,0.2827974+0.02538428+-0.680984,0.006824946+0.17684515+0.08230229,344
0.32872275+-0.15349646+-0.48502445,0.2827974+0.02538428+-0.680984,0.0068732304+0.1768657+0.082404934,345
0.3287256+-0.15353973+-0.48491105,0.28315938+0.025482984+-0.68099207,0.0068971217+0.17687356+0.08244376,346
0.32871467+-0.15356551+-0.48486474,0.28333285+0.02542897+-0.6812727,0.0069106165+0.17687635+0.0824554,347
0.32869992+-0.15357938+-0.48484942,0.28332752+0.025181767+-0.68220246,0.006921109+0.17687827+0.08246092,348
0.32871085+-0.15355133+-0.4848325,0.28326833+0.024848139+-0.6834901,0.006928874+0.17688031+0.08246793,349
0.32873154+-0.1535136+-0.48480844,0.28329143+0.024574654+-0.6846363,0.0069337683+0.17688188+0.08247501,350
0.32873276+-0.1535019+-0.48479617,0.28329143+0.024574654+-0.6846363,0.006962126+0.17688286+0.08256022,351
0.32872617+-0.15351915+-0.48470336,0.28342235+0.02440902+-0.6854761,0.0069693592+0.17688665+0.08259418,352
0.32872292+-0.15352173+-0.48466983,0.28364193+0.024344414+-0.6860245,0.006966713+0.17688967+0.08260323,353
0.32871765+-0.15351553+-0.4846596,0.28392145+0.024348384+-0.68636495,0.006960147+0.17689179+0.08260389,354
0.32880735+-0.1534861+-0.4846739,0.28423345+0.024385178+-0.686588,0.0069548716+0.17689314+0.08260013,355
0.3289218+-0.15346465+-0.48469946,0.28485155+0.023479264+-0.6872394,0.006950515+0.1768944+0.08259392,356
0.32896212+-0.15345676+-0.48471573,0.28485155+0.023479264+-0.6872394,0.0069911964+0.17690535+0.08268517,357
0.32898858+-0.15349407+-0.48462585,0.28512815+0.022479637+-0.68772924,0.007003124+0.17690581+0.08272143,358
0.32899332+-0.15350962+-0.48458928,0.28539935+0.021585127+-0.6881932,0.0070028855+0.17690116+0.08273389,359
0.32898962+-0.15351221+-0.4845764,0.28567827+0.02092288+-0.6885991,0.007000076+0.17689429+0.08273782,360
0.32895973+-0.15351233+-0.4845715,0.28596655+0.020485062+-0.68894976,0.006996696+0.17688687+0.08273914,361
0.32892728+-0.15350932+-0.48457032,0.2862617+0.020209448+-0.6892617,0.0069924193+0.17687984+0.08273735,362
0.32891074+-0.15350331+-0.4845713,0.2862617+0.020209448+-0.6892617,0.0070299064+0.17686914+0.08280352,363
0.32889798+-0.15353765+-0.4845023,0.28655913+0.02002712+-0.6895526,0.007042178+0.17685944+0.08282323,364
0.32888588+-0.15354939+-0.48447984,0.28685683+0.019887183+-0.68983537,0.007043693+0.17684934+0.0828198,365
0.32887363+-0.15355624+-0.4844867,0.28715736+0.019757489+-0.6901161,0.0070403987+0.17683868+0.08281183,366
0.32885918+-0.15355974+-0.4844966,0.28746507+0.019617964+-0.690396,0.0070347213+0.17682564+0.08280156,367
0.328844+-0.1535545+-0.48450747,0.28777972+0.019460702+-0.69067633,0.007026787+0.17681198+0.08278982,368
0.32882684+-0.1535425+-0.48451346,0.28777972+0.019460702+-0.69067633,0.007018063+0.17679775+0.08278091,369
0.32881132+-0.15352952+-0.48452407,0.28809604+0.01928897+-0.6909585,0.0070486614+0.17683339+0.08287087,370
0.32884806+-0.15355359+-0.48443353,0.28840867+0.019107241+-0.69124377,0.0070540668+0.1768398+0.082896,371
0.32885376+-0.15356436+-0.48441258,0.28871676+0.018917069+-0.69153184,0.007052042+0.17683505+0.08289954,372
0.3288454+-0.15356386+-0.48440647,0.28902254+0.018722204+-0.6918212,0.0070471503+0.17682628+0.08289414,373
0.32883197+-0.15355897+-0.48440903,0.2847504+0.017289799+-0.69170463,0.0070366375+0.1768179+0.08288622,374
0.32881954+-0.15354884+-0.48441792,0.2847504+0.017289799+-0.69170463,0.0070227725+0.17681248+0.08287857,375
0.32881382+-0.15353219+-0.48443478,0.2799894+0.016026353+-0.69126683,0.0070491983+0.17682223+0.08293703,376
0.3288209+-0.1535609+-0.484379,0.27583504+0.014901787+-0.6909219,0.0070500216+0.17682494+0.082954116,377
0.32882354+-0.15356255+-0.48437145,0.2729166+0.014042537+-0.6907713,0.0070442073+0.17682697+0.08296006,378
0.32882267+-0.1535538+-0.48436904,0.2711604+0.013427842+-0.69080466,0.0070364093+0.17683022+0.08296228,379
0.32882482+-0.15355018+-0.48437434,0.2702263+0.012980597+-0.6909665,0.007027815+0.17683384+0.08296058,380
0.32882482+-0.15355018+-0.48437434,0.2702263+0.012980597+-0.6909665,0.007066409+0.17686622+0.08302894,381
0.32885054+-0.15358815+-0.4843047,0.26975307+0.012622127+-0.691199,0.0070845936+0.17688645+0.08305128,382
0.32886386+-0.15361184+-0.48427773,0.2702431+0.012622002+-0.69034296,0.007089528+0.1768992+0.083052106,383
0.32886913+-0.15362044+-0.4842734,0.27246478+0.013339542+-0.6870441,0.0070880093+0.17691168+0.08304761,384
0.32887653+-0.15361871+-0.48426628,0.27557933+0.014441346+-0.68241334,0.0070841834+0.17692323+0.083041266,385
0.328882+-0.15362206+-0.48425692,0.27826595+0.015378613+-0.67833275,0.007078129+0.17693356+0.083035834,386
0.32888716+-0.15362823+-0.4842599,0.27826595+0.015378613+-0.67833275,0.007039037+0.17690495+0.08308015,387
0.32885796+-0.15359488+-0.48422185,0.28009444+0.01596742+-0.6754308,0.0070243105+0.17689596+0.0831021,388
0.32884553+-0.15357997+-0.48420054,0.28111625+0.016224407+-0.6736502,0.00701676+0.17689657+0.08311023,389
0.3288409+-0.15357949+-0.48419228,0.28156677+0.016245298+-0.6726662,0.007010148+0.17690012+0.083113864,390
0.32883868+-0.15358429+-0.48419112,0.2816955+0.01613389+-0.67213035,0.007003288+0.17690592+0.083116665,391
0.3288387+-0.15358667+-0.48419118,0.28154132+0.0180666+-0.67522293,0.006994522+0.17691244+0.08311842,392
0.3288387+-0.15358667+-0.48419118,0.28154132+0.0180666+-0.67522293,0.006949072+0.17687373+0.08315233,393
0.32879555+-0.15355091+-0.48416224,0.2814041+0.020275464+-0.678782,0.0069216285+0.17686243+0.08316276,394
0.32878214+-0.15352789+-0.48415786,0.28131145+0.022245279+-0.6818199,0.0069026323+0.17686443+0.083165005,395
0.32878274+-0.15351653+-0.48416293,0.28128105+0.023682784+-0.6838438,0.006887159+0.17686988+0.08316683,396
0.3287849+-0.15349764+-0.4841585,0.28130564+0.024608195+-0.6849228,0.0068726176+0.17687652+0.08316926,397
0.32878843+-0.1534826+-0.48415464,0.2813685+0.025164269+-0.6853401,0.0068583703+0.17688395+0.08317529,398
0.32879063+-0.1534669+-0.48414296,0.2813685+0.025164269+-0.6853401,0.0068441676+0.17689034+0.08317927,399
0.32879347+-0.1534562+-0.48413777,0.2814527+0.02550872+-0.6853911,0.0068308553+0.17689608+0.08317858,400
0.3287962+-0.15344559+-0.48413676,0.28216642+0.025659995+-0.6848726,0.0068149534+0.17690164+0.083174706,401
0.32880545+-0.15343502+-0.48415104,0.28425026+0.025568474+-0.68340683,0.0067959195+0.17690682+0.08316685,402
0.32881448+-0.15341567+-0.48416424,0.28709432+0.025372507+-0.6814702,0.0067749256+0.17691037+0.08315793,403
0.3288167+-0.15339974+-0.4841696,0.28965673+0.025255555+-0.6797877,0.006754501+0.1769126+0.08314627,404
0.3288142+-0.15338439+-0.48417065,0.2915808+0.025271803+-0.6785911,0.0067803403+0.17687882+0.083202906,405
0.32877854+-0.15341157+-0.48410589,0.2915808+0.025271803+-0.6785911,0.006795513+0.17686251+0.08322355,406
0.3287582+-0.1534298+-0.4840751,0.29288885+0.025408005+-0.677846,0.0068034832+0.17685409+0.0832299,407
0.32874095+-0.15344606+-0.4840688,0.2937563+0.025626406+-0.6774166,0.006809114+0.17684881+0.08323065,408
0.3287296+-0.15345705+-0.4840735,0.29437506+0.025891213+-0.6771611,0.0068129515+0.17684495+0.083226405,409
0.32871753+-0.15346318+-0.48406413,0.29186457+0.024907788+-0.67534494,0.0068176724+0.17684162+0.083220825,410
0.3287086+-0.15347077+-0.48405835,0.29186457+0.024907788+-0.67534494,0.0068225553+0.17683823+0.08321418,411
0.3286992+-0.15348054+-0.48404992,0.28869382+0.023556907+-0.6736576,0.006765428+0.17682575+0.083239816,412
0.32868642+-0.15342031+-0.48401323,0.28595757+0.022377206+-0.67213684,0.006745833+0.1768217+0.08324257,413
0.32872465+-0.15337184+-0.4840464,0.2841196+0.02158019+-0.67096543,0.0067372555+0.17682266+0.08323998,414
0.3287797+-0.15332389+-0.4841052,0.28312773+0.021146033+-0.67012537,0.0067315055+0.1768254+0.08323761,415
0.32880145+-0.1533021+-0.48411965,0.28273606+0.020965748+-0.6695181,0.006726955+0.17682706+0.08323427,416
0.32881534+-0.15328875+-0.48412734,0.28273606+0.020965748+-0.6695181,0.0067229746+0.17682888+0.0832293,417
0.3288258+-0.15327646+-0.4841316,0.28268778+0.020924151+-0.66903746,0.006721285+0.1768304+0.08322432,418
0.3288359+-0.15326996+-0.48413533,0.2827862+0.020934902+-0.6686046,0.0067188544+0.17682949+0.08321425,419
0.32886475+-0.15323682+-0.48411828,0.2829069+0.020951135+-0.66817564,0.006715125+0.176828+0.08320009,420
0.32889068+-0.15320791+-0.48411253,0.28298944+0.020957861+-0.6677323,0.006713382+0.17682612+0.083183415,421
0.32889974+-0.15319812+-0.4841251,0.2830202+0.02095136+-0.6672708,0.0067104166+0.17682602+0.08316415,422
