peerPosAR,peerPosNI,MyPos,Time
0.38437015+0.22634682+-0.32459703,0.34859875+0.05928544+-0.72478163,-0.50184083+0.029840931+0.34206766,0.8064392,862
0.38437247+0.2263439+-0.32461488,0.34845233+0.059406474+-0.7245891,-0.50184053+0.029849656+0.3420741,0.8062118,863
0.38437465+0.2263451+-0.32462636,0.34845233+0.059406474+-0.7245891,-0.50184786+0.029853763+0.3420468,0.8062118,864
0.38435447+0.22634703+-0.3246233,0.34831375+0.059529196+-0.7243977,-0.50185376+0.029857896+0.3420434,0.80598897,865
0.38435954+0.22634843+-0.32462788,0.34818274+0.0596537+-0.7242057,-0.5018581+0.029863115+0.34204698,0.80576897,866
0.38434786+0.22636592+-0.32462746,0.34805894+0.05978056+-0.7240115,-0.50186235+0.029868875+0.342054,0.80555034,867
0.38434866+0.2263709+-0.32464445,0.3479433+0.059910987+-0.7238134,-0.50186497+0.029874988+0.34206027,0.80533206,868
0.38435116+0.22637987+-0.32464823,0.34690332+0.058956433+-0.72428787,-0.5018673+0.029880464+0.34206587,0.8052395,869
0.3843637+0.2263858+-0.32464927,0.34690332+0.058956433+-0.72428787,-0.5018486+0.029839687+0.34202558,0.8052395,870
0.38436377+0.22636637+-0.32459953,0.34582698+0.057955943+-0.72478867,-0.5018402+0.029826986+0.34201735,0.8051545,871
0.38435662+0.22636881+-0.32458577,0.34486213+0.057089847+-0.7252069,-0.5018364+0.029824+0.3420189,0.8050554,872
0.3843662+0.2263647+-0.3245938,0.34413034+0.056504585+-0.72545373,-0.5018355+0.029825527+0.34202343,0.80492336,873
0.3843841+0.2263529+-0.32461974,0.34362155+0.05618094+-0.7255378,-0.50183314+0.02982625+0.34202874,0.804759,874
0.38441664+0.22633371+-0.3246028,0.34327602+0.056038674+-0.7255044,-0.50183135+0.029825546+0.34203267,0.80457157,875
0.38443092+0.22633207+-0.32459056,0.34327602+0.056038674+-0.7255044,-0.5018431+0.029817658+0.3420288,0.80457157,876
0.38443664+0.22634849+-0.3245731,0.34303367+0.05577827+-0.7254042,-0.5018453+0.029813316+0.3420291,0.80435973,877
0.38444623+0.22635496+-0.3245633,0.34352067+0.05508655+-0.72568625,-0.5018446+0.029810082+0.34203005,0.80477417,878
0.38447207+0.22634655+-0.32456133,0.3442521+0.05413024+-0.72612894,-0.5018442+0.029808735+0.34202978,0.8054209,879
0.3844769+0.2263481+-0.3245631,0.34485435+0.053273603+-0.7265148,-0.5018439+0.02980653+0.3420311,0.8059692,880
0.38448256+0.22634053+-0.3245861,0.3452037+0.052638877+-0.7267702,-0.50184065+0.029803688+0.34203532,0.80630726,881
0.38449365+0.226338+-0.32459328,0.3452037+0.052638877+-0.7267702,-0.5018382+0.029798267+0.3420388,0.80630726,882
0.38449138+0.22635144+-0.32458428,0.3453175+0.05221753+-0.72689986,-0.5018347+0.029792756+0.34204352,0.8064454,883
0.38452044+0.22633919+-0.32459393,0.3452693+0.05194703+-0.7269383,-0.5018318+0.029788297+0.34204853,0.80644196,884
0.3845303+0.22634295+-0.3245907,0.3451363+0.051757645+-0.72692317,-0.5018298+0.029783834+0.34205353,0.80635923,885
0.3845302+0.22634766+-0.32459566,0.34525615+0.051961657+-0.72685564,-0.5018273+0.029778486+0.34206107,0.8063628,886
0.38454175+0.22634521+-0.3246057,0.34599894+0.05296653+-0.7267182,-0.501825+0.029773463+0.3420719,0.8066226,887
0.38457865+0.22633255+-0.32461149,0.34599894+0.05296653+-0.7267182,-0.5018229+0.029767647+0.34208465,0.8066226,888
0.38458923+0.22633511+-0.3246198,0.34709486+0.0543978+-0.7265472,-0.5018197+0.029761469+0.34209606,0.80703455,889
0.38461703+0.22633217+-0.32461467,0.34806517+0.055638857+-0.7263953,-0.50181574+0.02975379+0.34210575,0.8074003,890
0.3846315+0.22632343+-0.3246293,0.34874457+0.05648534+-0.7262801,-0.5018131+0.029743422+0.34211475,0.80764854,891
0.38465688+0.22631699+-0.3246231,0.3491431+0.056960244+-0.72619873,-0.501809+0.02972961+0.34212297,0.8077809,892
0.3847156+0.22625583+-0.3245747,0.3493399+0.05717529+-0.72614133,-0.50180376+0.029717032+0.34213132,0.80782956,893
0.38473898+0.22623232+-0.32455295,0.3493399+0.05717529+-0.72614133,-0.50182366+0.029718697+0.34215063,0.80782956,894
0.38476434+0.22623694+-0.3245633,0.34920216+0.057176154+-0.72607297,-0.5018284+0.02971717+0.34216166,0.8077086,895
0.3847831+0.22623348+-0.32456267,0.34842935+0.056917597+-0.7260764,-0.50183+0.029712839+0.34217104,0.80735964,896
0.38480285+0.22622842+-0.32456017,0.34737426+0.056577973+-0.7260938,-0.5018314+0.029706948+0.34218,0.8068966,897
0.3848322+0.22621667+-0.3245604,0.346461+0.056303285+-0.72610366,-0.5018326+0.029699+0.34218943,0.8064935,898
0.38486812+0.22620636+-0.32454902,0.3458235+0.056135193+-0.72609943,-0.50183386+0.02969014+0.34220132,0.8062043,899
0.384878+0.2262024+-0.3245552,0.3458235+0.056135193+-0.72609943,-0.5018678+0.029782286+0.34207878,0.8062043,900
0.38473904+0.2262159+-0.32456496,0.34544307+0.05605999+-0.7260821,-0.50187784+0.029810157+0.34204018,0.8060204,901
0.38471055+0.22621024+-0.32456267,0.34524614+0.056045502+-0.72605413,-0.5018794+0.029817967+0.34202954,0.8059098,902
0.38471055+0.22621024+-0.32456267,0.34515387+0.056061726+-0.72601897,-0.5018787+0.029819664+0.3420279,0.8058397,903
0.38471982+0.22619584+-0.32454258,0.34537968+0.056039788+-0.72574764,-0.50187695+0.02981611+0.34203178,0.8056905,904
0.38476568+0.22608346+-0.32457107,0.3462175+0.055911798+-0.72496396,-0.5018764+0.029810816+0.34203696,0.8053356,905
0.38477993+0.22604905+-0.32456824,0.3462175+0.055911798+-0.72496396,-0.50188035+0.02980165+0.34202668,0.8053356,906
0.38478622+0.22603822+-0.32453927,0.34738016+0.05572375+-0.7238999,-0.5018835+0.029798891+0.3420257,0.8048659,907
0.3847834+0.22603697+-0.32452208,0.34839958+0.055556282+-0.7229483,-0.5018883+0.029798338+0.3420284,0.80443954,908
0.38479128+0.22603264+-0.32451305,0.3491193+0.05543376+-0.7222422,-0.5018898+0.029799169+0.3420345,0.8041088,909
0.384796+0.22602767+-0.32450882,0.349554+0.05535334+-0.7217711,-0.50188977+0.029800443+0.34204188,0.8038691,910
0.38478762+0.2259666+-0.32459068,0.3497859+0.05530526+-0.72146744,-0.5018912+0.02979985+0.3420478,0.80369407,911
0.38479483+0.22594205+-0.3246128,0.3497859+0.05530526+-0.72146744,-0.50189334+0.029798908+0.34205335,0.80369407,912
0.38479602+0.22593252+-0.32462463,0.34990445+0.05527774+-0.7212577,-0.5018945+0.02979791+0.34205914,0.8035555,913
0.3847916+0.22593077+-0.32463035,0.34997857+0.055259295+-0.72108555,-0.50189245+0.029796159+0.3420666,0.803432,914
0.38479143+0.22593397+-0.32461926,0.35004902+0.05524237+-0.7209175,-0.5018893+0.029793398+0.34207335,0.8033107,915
0.38476905+0.22594517+-0.3246131,0.35013497+0.055223126+-0.72073805,-0.5018873+0.02979162+0.34207976,0.80318576,916
0.38483247+0.2258515+-0.32462683,0.35023996+0.055200912+-0.7205437,-0.50188255+0.029788567+0.3420895,0.80305564,917
0.3848836+0.22580612+-0.32462624,0.35023996+0.055200912+-0.7205437,-0.5018933+0.029785566+0.3420629,0.80305564,918
0.38486174+0.22581215+-0.32459906,0.35036075+0.05517809+-0.720337,-0.5018918+0.02978339+0.342063,0.8029213,919
0.38486174+0.22581215+-0.32459906,0.35049018+0.055156697+-0.72012275,-0.50188285+0.029780421+0.34207112,0.80278414,920
0.38486174+0.22581215+-0.32459906,0.3506231+0.05513548+-0.71990526,-0.5018714+0.029778892+0.34208143,0.8026456,921
0.3848704+0.22577399+-0.3246095,0.35076013+0.05511199+-0.7196853,-0.501859+0.029776627+0.34209362,0.8025066,922
0.38492507+0.22566278+-0.32470456,0.34999526+0.056036852+-0.71895355,-0.5018471+0.029773222+0.34210882,0.8015803,923
0.38494742+0.2256213+-0.324735,0.34999526+0.056036852+-0.71895355,-0.50183666+0.029767685+0.3421266,0.8015803,924
0.38495928+0.22560224+-0.3247504,0.3491975+0.0570034+-0.7182,-0.5018258+0.029762097+0.34214568,0.8006245,925
0.38497767+0.22558351+-0.3247608,0.3485131+0.057858046+-0.7175108,-0.5018152+0.029755231+0.34216595,0.79976916,926
0.3849964+0.22557041+-0.32476103,0.34805977+0.05847504+-0.71695507,-0.5018049+0.029748945+0.3421881,0.7991179,927
0.38501158+0.22556038+-0.32476223,0.34782237+0.05886529+-0.7165261,-0.5017938+0.029742176+0.34221116,0.7986584,928
0.38502297+0.2255505+-0.3247693,0.3477336+0.059092164+-0.71618843,-0.5017835+0.029735956+0.3422354,0.7983335,929
0.38503778+0.22554117+-0.3247738,0.3477336+0.059092164+-0.71618843,-0.5017774+0.029729197+0.34231108,0.7983335,930
0.3851044+0.22553614+-0.3247969,0.34784678+0.058974054+-0.71647286,-0.5017708+0.0297218+0.34234595,0.7986292,931
0.38513044+0.22553506+-0.32479283,0.34821093+0.057947475+-0.71885324,-0.50176287+0.029716618+0.34236854,0.8008487,932
0.38514653+0.22552998+-0.324786,0.3486882+0.056517716+-0.72219336,-0.5017541+0.02971095+0.3423891,0.8039533,933
0.38516724+0.22551522+-0.32478836,0.34908947+0.055280603+-0.72509354,-0.50174665+0.029704792+0.34241018,0.8066475,934
0.38516644+0.2255181+-0.32478657,0.3493592+0.054425724+-0.7270979,-0.5017378+0.029697115+0.34243244,0.80850816,935
0.38517985+0.22550684+-0.3247929,0.3493592+0.054425724+-0.7270979,-0.50191796+0.029746536+0.34218633,0.80850816,936
0.38494036+0.22568792+-0.3246658,0.34951025+0.053923324+-0.7282599,-0.5019792+0.0297585+0.34210542,0.80958486,937
0.38484868+0.22575194+-0.32461908,0.34958103+0.053662904+-0.72882867,-0.50200415+0.029757813+0.34208095,0.8101098,938
0.38483116+0.2257706+-0.32459182,0.34961265+0.05353435+-0.72906536,-0.5020209+0.02975497+0.34207517,0.8103279,939
0.3848187+0.22578162+-0.32458284,0.3496735+0.053733088+-0.7289707,-0.502037+0.029750282+0.34207675,0.8102821,940
0.3849617+0.22565368+-0.3245487,0.34982416+0.05454157+-0.72842956,-0.5020514+0.02974667+0.3420803,0.8099144,941
0.38499755+0.22562322+-0.324535,0.34982416+0.05454157+-0.72842956,-0.502011+0.029797625+0.34199542,0.8099144,942
0.38492703+0.22555071+-0.32452193,0.35003078+0.05566727+-0.72769195,-0.5020005+0.029814906+0.3419693,0.80941707,943
0.3849011+0.22553068+-0.3245076,0.35022545+0.056644663+-0.72710145,-0.5020024+0.029822811+0.3419624,0.80903834,944
0.38488984+0.22553414+-0.3244855,0.35038048+0.05732238+-0.7267616,-0.5020085+0.029826883+0.34196305,0.8088477,945
0.38487676+0.22554374+-0.32447445,0.35049614+0.057719547+-0.72664666,-0.5020128+0.029830463+0.34196842,0.8088229,946
0.38487297+0.22554246+-0.32447734,0.3505862+0.05792086+-0.72668403,-0.50201523+0.029833814+0.3419751,0.8089099,947
0.3848789+0.22554109+-0.32446402,0.3505862+0.05792086+-0.72668403,-0.5020175+0.029836688+0.34198332,0.8089099,948
0.3848813+0.2255389+-0.32446268,0.3510879+0.058127053+-0.7266299,-0.50202215+0.029837018+0.34199154,0.8090936,949
0.3848813+0.2255389+-0.32446268,0.35227022+0.05837397+-0.72576016,-0.5020273+0.029835897+0.3419988,0.8088446,950
0.38488823+0.22554424+-0.3244426,0.35386762+0.05870368+-0.72449994,-0.5020327+0.029835256+0.34200728,0.8084359,951
0.38488957+0.22554295+-0.32444072,0.35530725+0.059013203+-0.72338045,-0.5020395+0.029833496+0.3420171,0.8080873,952
0.38506246+0.22545058+-0.3244513,0.3564009+0.059269674+-0.7225807,-0.5020471+0.02983264+0.34202757,0.80787206,953
0.38512418+0.22542694+-0.3244562,0.3564009+0.059269674+-0.7225807,-0.5020553+0.029832479+0.3420359,0.80787206,954
0.38513973+0.22542974+-0.32445353,0.35716146+0.059474804+-0.7220893,-0.50206226+0.029829953+0.34204572,0.8077837,955
0.3851391+0.22544181+-0.32444897,0.35768232+0.059642073+-0.7218197,-0.5020699+0.029827328+0.34205812,0.8077856,956
0.3851519+0.22544535+-0.32445365,0.358066+0.059788413+-0.7216764,-0.5020777+0.02982524+0.34207016,0.8078383,957
0.3851554+0.22545348+-0.324459,0.35806096+0.059774704+-0.7224478,-0.50208527+0.029823117+0.34208274,0.8085243,958
0.38524133+0.22544274+-0.3244098,0.3573224+0.05942199+-0.72511554,-0.502092+0.029820286+0.34209406,0.81055707,959
0.38527083+0.22545734+-0.32437414,0.3573224+0.05942199+-0.72511554,-0.50207144+0.02984342+0.34206212,0.81055707,960
0.38524053+0.22543883+-0.3243544,0.35620034+0.058881275+-0.72879595,-0.5020653+0.029849602+0.34205338,0.81331986,961
0.38521692+0.2254387+-0.32435134,0.35524914+0.058411594+-0.7320342,-0.5020652+0.029851506+0.34205282,0.81577444,962
0.3852089+0.2254408+-0.3243516,0.35464612+0.058102734+-0.73435163,-0.5020642+0.029852435+0.3420558,0.81757087,963
0.38520008+0.22544286+-0.32435584,0.35436717+0.05795061+-0.73580056,-0.50206345+0.029852806+0.34205893,0.81874096,964
0.3852509+0.22543994+-0.32440883,0.35431182+0.05791432+-0.73663795,-0.50206095+0.029851891+0.3420627,0.8194671,965
0.38527733+0.22543743+-0.3244183,0.35431182+0.05791432+-0.73663795,-0.50199234+0.029831216+0.34195733,0.8194671,966
0.38521975+0.22536105+-0.3243493,0.3543764+0.05794531+-0.737136,-0.50196695+0.029824436+0.3419243,0.819945,967
0.38519663+0.22533172+-0.32433575,0.35448626+0.058001+-0.7374987,-0.50195485+0.029822433+0.34191632,0.82032245,968
0.3851918+0.225321+-0.3243258,0.3545994+0.05805535+-0.7378463,-0.5019488+0.029822689+0.34191585,0.8206877,969
0.38520178+0.22530916+-0.32432282,0.35469836+0.0581006+-0.73823214,-0.50194514+0.029823048+0.34191725,0.82108057,970
0.38523155+0.22530648+-0.32432443,0.35478082+0.058137883+-0.73866713,-0.5019397+0.029823555+0.34191704,0.82150996,971
0.3852441+0.22529677+-0.32433236,0.35478082+0.058137883+-0.73866713,-0.5019382+0.029823774+0.34191704,0.82150996,972
0.38526368+0.22528481+-0.324339,0.35485098+0.058168+-0.7391423,-0.5019365+0.02982566+0.34191713,0.8219696,973
0.38528973+0.2252698+-0.32434177,0.35491648+0.05819043+-0.73964214,-0.5019361+0.02982939+0.34191626,0.822449,974
0.38530034+0.22526821+-0.32433623,0.3549839+0.05820565+-0.7401527,-0.50193447+0.029832453+0.34191495,0.8229383,975
0.385321+0.22526062+-0.32432804,0.35499808+0.058061957+-0.73980725,-0.5019326+0.029838549+0.34191388,0.8226236,976
0.38532954+0.22525382+-0.32433233,0.35489237+0.057580333+-0.73758507,-0.50193137+0.02984666+0.34191167,0.82054603,977
0.38533622+0.22524789+-0.32433805,0.35489237+0.057580333+-0.73758507,-0.5019328+0.029849954+0.3418864,0.82054603,978
0.38532382+0.22524819+-0.32432646,0.35472676+0.05692014+-0.7343568,-0.5019351+0.029853096+0.3418769,0.8175273,979
0.3853303+0.22524416+-0.3243252,0.3545977+0.056342565+-0.73157585,-0.5019365+0.02985392+0.34187424,0.8149339,980
0.38532633+0.22524491+-0.32433373,0.35453683+0.055932518+-0.72972065,-0.50193954+0.029853959+0.34187406,0.813214,981
0.38532713+0.22525796+-0.3243209,0.35453948+0.05568032+-0.7287384,-0.5019441+0.029854622+0.34187484,0.8123166,982
0.38532713+0.22525796+-0.3243209,0.35458133+0.055539627+-0.72837466,-0.5019474+0.029854113+0.3418752,0.81199884,983
0.38534927+0.22525522+-0.32434782,0.35458133+0.055539627+-0.72837466,-0.5019486+0.029850071+0.34186262,0.81199884,984
0.38534927+0.22525522+-0.32434782,0.35481215+0.055210706+-0.72838795,-0.5019516+0.029848583+0.34186065,0.81208926,985
0.38538963+0.22524387+-0.324344,0.3552481+0.054541893+-0.7282167,-0.5019542+0.029846203+0.34186214,0.81208104,986
0.38539693+0.22525264+-0.32434228,0.3558219+0.05364269+-0.727891,-0.5019575+0.029843684+0.34186685,0.81198037,987
0.3854106+0.2252533+-0.32435495,0.3563355+0.05283451+-0.72756416,-0.50196314+0.029841589+0.34187376,0.8118596,988
0.38539562+0.22527288+-0.32432115,0.35672662+0.052218176+-0.727298,-0.5019682+0.029839873+0.3418818,0.81175303,989
0.38539562+0.2252813+-0.3243233,0.35672662+0.052218176+-0.727298,-0.50195974+0.029821914+0.34187138,0.81175303,990
0.38538727+0.22527684+-0.32430977,0.35700342+0.05177911+-0.7271018,-0.5019601+0.029812649+0.34187442,0.81167084,991
0.38540682+0.22527355+-0.3243046,0.35720056+0.051463652+-0.7269601,-0.5019626+0.029806558+0.34188038,0.8116106,992
0.3854234+0.22527021+-0.32431254,0.35735568+0.05121828+-0.7268509,-0.5019618+0.029801505+0.34188923,0.8115656,993
0.3854318+0.22526908+-0.32432112,0.3574297+0.051431708+-0.7271532,-0.50196105+0.029794758+0.34190166,0.8118824,994
0.38531348+0.22530839+-0.32423523,0.35735846+0.05259509+-0.7283274,-0.5019611+0.029789368+0.34191406,0.8129773,995
0.38528192+0.22531986+-0.32420513,0.35735846+0.05259509+-0.7283274,-0.50195926+0.029785683+0.341924,0.8129773,996
0.38528192+0.22531986+-0.32420513,0.35720938+0.054276902+-0.72996926,-0.5019577+0.029783845+0.3419358,0.8144935,997
0.3852771+0.2253133+-0.3242074,0.3570918+0.0557516+-0.7314079,-0.50195765+0.029781384+0.34194842,0.81583107,998
0.38528243+0.22531298+-0.32421067,0.35704178+0.056769125+-0.7324221,-0.5019562+0.029778445+0.34196177,0.8167887,999
0.38528368+0.22530642+-0.32424256,0.35705316+0.057348665+-0.7330364,-0.5019547+0.02977702+0.34197557,0.817385,1000
0.38528368+0.22530642+-0.32424256,0.35710624+0.057620812+-0.7333689,-0.5019558+0.029777072+0.3419903,0.8177255,1001
0.38528645+0.22530688+-0.32426503,0.35710624+0.057620812+-0.7333689,-0.501934+0.02978857+0.3419232,0.8177255,1002
0.38522142+0.22528192+-0.32423148,0.35701767+0.057715554+-0.7340226,-0.5019267+0.029794468+0.34190276,0.8182798,1003
0.3852129+0.22526601+-0.3242163,0.3563081+0.05757753+-0.73529613,-0.50192344+0.029799001+0.34189647,0.81910384,1004
0.38520625+0.22524586+-0.32424116,0.3552948+0.057391725+-0.7370186,-0.5019202+0.02980284+0.34189433,0.8201979,1005
0.3852277+0.22525081+-0.32424754,0.3543918+0.057255577+-0.7385831,-0.50191957+0.029805647+0.3418923,0.8212044,1006
0.3852277+0.22525081+-0.32424754,0.35373986+0.05719395+-0.73978716,-0.5019191+0.029809013+0.34188914,0.8220025,1007
0.38524872+0.2252568+-0.3242162,0.35373986+0.05719395+-0.73978716,-0.5019293+0.029808596+0.34185052,0.8220025,1008
0.3852178+0.22526106+-0.32420322,0.35332757+0.05719581+-0.7406453,-0.50193226+0.029809+0.34183592,0.8225978,1009
0.3852178+0.22526106+-0.32420322,0.35308588+0.05724013+-0.74125665,-0.5019324+0.029809866+0.34183013,0.8230477,1010
0.38521123+0.2252664+-0.32417294,0.35294434+0.057306293+-0.7417268,-0.50193185+0.029807838+0.3418271,0.82341504,1011
0.38520792+0.22526084+-0.3241794,0.3528145+0.057489183+-0.74147797,-0.50193065+0.02980308+0.34182477,0.823148,1012
0.3852131+0.22525257+-0.32418314,0.3526217+0.05791356+-0.7397751,-0.5019315+0.02979805+0.34182137,0.82156146,1013
0.38521516+0.22525209+-0.32417688,0.3526217+0.05791356+-0.7397751,-0.5019364+0.029783636+0.3417986,0.82156146,1014
0.38520336+0.2252561+-0.32415357,0.35238758+0.05846889+-0.7373006,-0.50193954+0.02977576+0.34178787,0.8192727,1015
0.38521066+0.22524655+-0.3241527,0.35216656+0.0589718+-0.7351706,-0.5019442+0.02977101+0.34178373,0.8172972,1016
0.3852069+0.22524711+-0.32415324,0.35197365+0.05936151+-0.73375475,-0.5019502+0.029769192+0.3417798,0.81596893,1017
0.38518986+0.22526437+-0.32417032,0.35180724+0.059639364+-0.73301333,-0.5019568+0.029765023+0.34177524,0.81525075,1018
0.38518986+0.22526437+-0.32417032,0.35166046+0.05983358+-0.73274785,-0.5019643+0.029760767+0.3417703,0.81496286,1019
0.38518775+0.225281+-0.32415456,0.35166046+0.05983358+-0.73274785,-0.5019728+0.029758874+0.341766,0.81496286,1020
0.38517457+0.2252976+-0.32413837,0.35152382+0.05998369+-0.732748,-0.5019791+0.029758034+0.34175894,0.81491506,1021
0.38516432+0.22530504+-0.32412663,0.3513897+0.06012197+-0.7328555,-0.501986+0.02975744+0.34175205,0.8149641,1022
0.38514927+0.22531043+-0.32412425,0.35125756+0.060262773+-0.73297465,-0.5019953+0.029756337+0.34174573,0.81502473,1023
0.38514048+0.22533977+-0.3241051,0.3511274+0.060408637+-0.73306274,-0.5020055+0.029756766+0.3417377,0.8150586,1024
0.38514048+0.22533977+-0.3241051,0.35099536+0.060558654+-0.7331119,-0.50201577+0.029758144+0.34172934,0.81505716,1025
0.38512376+0.22536868+-0.3240907,0.35099536+0.060558654+-0.7331119,-0.5020248+0.02976197+0.34170634,0.81505716,1026
0.38510126+0.22538453+-0.32406926,0.3508593+0.060712934+-0.73313004,-0.5020348+0.02977025+0.34169334,0.8150264,1027
0.38509044+0.22539315+-0.32406303,0.35072097+0.06087213+-0.73312795,-0.50204456+0.029779632+0.3416875,0.81497675,1028
0.38507003+0.22541118+-0.3240559,0.35058382+0.061036047+-0.7331141,-0.5020552+0.029787136+0.34168503,0.81491756,1029
0.3850708+0.22541788+-0.3240528,0.35096988+0.06111449+-0.7324358,-0.5020649+0.02979299+0.34168416,0.81447965,1030
0.3850195+0.225447+-0.32406121,0.3525025+0.060999844+-0.7303131,-0.5020752+0.029797517+0.34168208,0.81322587,1031
0.38500476+0.22546327+-0.32404974,0.3525025+0.060999844+-0.7303131,-0.50207525+0.029815935+0.34172106,0.81322587,1032
0.38502187+0.22546324+-0.32407913,0.35466114+0.060781043+-0.7274145,-0.5020756+0.029826194+0.34173816,0.81154835,1033
0.38502967+0.22546405+-0.32408336,0.35656223+0.06060646+-0.7248578,-0.50207555+0.029833768+0.3417498,0.8100794,1034
0.38502663+0.22546136+-0.3241011,0.35790613+0.060523488+-0.7230147,-0.5020772+0.02984121+0.3417613,0.809018,1035
0.3850379+0.22546265+-0.32410225,0.35871863+0.06052719+-0.72184646,-0.5020818+0.029853137+0.34177125,0.80833465,1036
0.38505414+0.22546294+-0.32410526,0.3591555+0.060592476+-0.72115403,-0.50208706+0.029866405+0.34177917,0.8079154,1037
0.38505328+0.22547084+-0.3241073,0.3591555+0.060592476+-0.72115403,-0.50205415+0.029845202+0.3417544,0.8079154,1038
0.385048+0.2254468+-0.3240464,0.3593458+0.060568757+-0.7208193,-0.5020475+0.029843938+0.34174567,0.8076995,1039
0.3850357+0.22545083+-0.32401812,0.3589101+0.05993118+-0.72182536,-0.5020495+0.029848475+0.34174246,0.8083564,1040
0.385029+0.22545397+-0.3240113,0.35828605+0.059012126+-0.7232869,-0.50205314+0.029854324+0.34174275,0.80931777,1041
0.38502166+0.22545853+-0.3240081,0.3577827+0.05820783+-0.72449505,-0.50205714+0.029859692+0.34174424,0.81011707,1042
0.38501224+0.22547036+-0.32399425,0.35749763+0.057648804+-0.72522306,-0.50206274+0.029864319+0.34174883,0.8106025,1043
0.38500613+0.22547993+-0.32399225,0.35749763+0.057648804+-0.72522306,-0.5020157+0.029815568+0.3417429,0.8106025,1044
0.38503793+0.22542766+-0.3239442,0.35741127+0.057322368+-0.7255074,-0.50199866+0.029801894+0.34174412,0.81079566,1045
0.38504702+0.22541979+-0.3239075,0.35745928+0.0571608+-0.7254841,-0.50199044+0.029799804+0.34174907,0.8107846,1046
0.38504702+0.22541979+-0.3239075,0.35757864+0.05708921+-0.7252927,-0.50198704+0.029802354+0.34175617,0.8106609,1047
0.38504702+0.22541979+-0.3239075,0.35772535+0.05705254+-0.7250353,-0.50198555+0.029805457+0.34176388,0.8104928,1048
0.38504103+0.22544333+-0.3238446,0.3576015+0.05679992+-0.72580284,-0.5019844+0.029809+0.34177133,0.8111071,1049
0.38503313+0.225456+-0.3239056,0.35745403+0.0565345+-0.7266358,-0.50195897+0.029779015+0.3417516,0.8117692,1050
0.38502422+0.2254411+-0.323882,0.35745403+0.0565345+-0.7266358,-0.50195277+0.029770814+0.34174895,0.8117692,1051
0.3850292+0.22544083+-0.3238662,0.35732517+0.056287937+-0.7273705,-0.5019536+0.02976775+0.34175187,0.8123531,1052
0.38505057+0.22543995+-0.32385492,0.35725307+0.056086358+-0.7278651,-0.50195926+0.029766785+0.34175792,0.8127503,1053
0.38506007+0.22545424+-0.32384095,0.35723883+0.055922307+-0.7281259,-0.50196606+0.029764287+0.3417669,0.8129662,1054
0.38503018+0.22548485+-0.32393634,0.3572689+0.05577869+-0.7282179,-0.50197256+0.029761055+0.3417771,0.81305206,1055
0.38502678+0.22550316+-0.32396603,0.3572689+0.05577869+-0.7282179,-0.5019784+0.029759245+0.34178716,0.81305206,1056
0.38502893+0.2255211+-0.3239682,0.35678008+0.055311684+-0.7277853,-0.501983+0.029757934+0.34179688,0.8124179,1057
0.38505203+0.22552526+-0.32396525,0.35489315+0.05453174+-0.726514,-0.50198555+0.029759042+0.34180474,0.8103983,1058
0.38505307+0.22553807+-0.32395482,0.35227567+0.053510502+-0.7248069,-0.5019891+0.029761214+0.34181345,0.807655,1059
0.3850555+0.22554475+-0.32395488,0.34995487+0.05258993+-0.72331387,-0.5019922+0.029762965+0.34182346,0.8052435,1060
0.38498387+0.22550264+-0.3243479,0.34827125+0.05188171+-0.7222421,-0.5019966+0.029765015+0.34183377,0.8035037,1061
0.38496572+0.22549644+-0.32446396,0.34827125+0.05188171+-0.7222421,-0.5020005+0.029769208+0.34184515,0.8035037,1062
0.38496694+0.22549076+-0.32450902,0.34719104+0.051375486+-0.7215645,-0.5020048+0.029771972+0.34185636,0.80239415,1063
0.38495973+0.2254945+-0.3245306,0.34653687+0.051011696+-0.72116405,-0.5020083+0.0297725+0.34186637,0.80172783,1064
0.3849607+0.22550282+-0.32452354,0.34612346+0.05072535+-0.72091615,-0.50201195+0.0297716+0.34187526,0.80130804,1065
0.38495815+0.22551058+-0.32451496,0.34589916+0.05050627+-0.7210547,-0.502014+0.02977259+0.34188402,0.801322,1066
0.38494566+0.2255218+-0.32459256,0.34588024+0.050373465+-0.7219158,-0.50201255+0.029773835+0.3418913,0.80208045,1067
0.384946+0.2255229+-0.32461196,0.34588024+0.050373465+-0.7219158,-0.50200903+0.029774781+0.34189743,0.80208045,1068
0.3849522+0.22551322+-0.32462457,0.3459329+0.050280172+-0.72315,-0.5020041+0.029774692+0.34190357,0.80320835,1069
0.3849477+0.2255151+-0.32462272,0.34589538+0.050162222+-0.7242024,-0.501999+0.029775966+0.3419109,0.80413246,1070
0.3849557+0.22551547+-0.3246106,0.34572673+0.049996242+-0.7248925,-0.5019934+0.029777884+0.34191954,0.80467117,1071
0.38493824+0.22552228+-0.32461387,0.34545043+0.04978221+-0.7252413,-0.5019878+0.029776953+0.341927,0.8048535,1072
0.38494354+0.2255213+-0.3246047,0.3451053+0.049534783+-0.7253494,-0.5019819+0.029775077+0.34193322,0.8047877,1073
0.38493803+0.22552666+-0.3245867,0.3451053+0.049534783+-0.7253494,-0.5019734+0.02977389+0.34193513,0.8047877,1074
0.3849343+0.22551763+-0.32458284,0.34472454+0.049270082+-0.72532415,-0.5019631+0.029774705+0.34193885,0.8045854,1075
